"","Date","Clicks","Clean.clicks","Clicks.MA7","Clicks.MA30"
"505",2016-11-16,12,12,10.8571428571429,18.4666666666667
"506",2016-11-17,6,6,15.7142857142857,18.6833333333333
"507",2016-11-18,11,11,16.5714285714286,19
"508",2016-11-19,10,10,18,18.8333333333333
"509",2016-11-20,42,42,18.2857142857143,18.8
"510",2016-11-21,21,21,19,18.9666666666667
"511",2016-11-22,24,24,19.2142857142857,19.225
"512",2016-11-23,14,14,19.7857142857143,19.3333333333333
"513",2016-11-24,11,11,20.2142857142857,18.9333333333333
"514",2016-11-25,204,12.5,21.9285714285714,18.65
"515",2016-11-26,14,14,22.5,18.8166666666667
"516",2016-11-27,45,45,23.0714285714286,18.9666666666667
"517",2016-11-28,33,33,23.5,19.2333333333333
"518",2016-11-29,28,28,28.4285714285714,19.3833333333333
"519",2016-11-30,18,18,28.5714285714286,19.5
"520",2016-12-01,14,14,24.1428571428571,19.6833333333333
"521",2016-12-02,47,47,22,20.0333333333333
"522",2016-12-03,15,15,20.8571428571429,20.45
"523",2016-12-04,14,14,20.2857142857143,21.2333333333333
"524",2016-12-05,18,18,20.5714285714286,21.6833333333333
"525",2016-12-06,20,20,15.8571428571429,21.45
"526",2016-12-07,14,14,16.5714285714286,21.5166666666667
"527",2016-12-08,16,16,17.5714285714286,21.8083333333333
"528",2016-12-09,14,14,18.1428571428571,22.0333333333333
"529",2016-12-10,20,20,17.4285714285714,22.325
"530",2016-12-11,60,21,17.8571428571429,22.55
"531",2016-12-12,22,22,18.2857142857143,22.1333333333333
"532",2016-12-13,15,15,18.8571428571429,21.5333333333333
"533",2016-12-14,17,17,19,21.2
"534",2016-12-15,19,19,19,21.05
"535",2016-12-16,18,18,22.5714285714286,21.15
"536",2016-12-17,21,21,25,20.9
"537",2016-12-18,21,21,25,21
"538",2016-12-19,47,47,26.8571428571429,21.8
"539",2016-12-20,65,32,27.6428571428571,22.0666666666667
"540",2016-12-21,17,17,26.7857142857143,22.5
"541",2016-12-22,32,32,27.5,22.9666666666667
"542",2016-12-23,63,23.5,22.7857142857143,22.85
"543",2016-12-24,15,15,21.0714285714286,23.0666666666667
"544",2016-12-25,26,26,21.7857142857143,23.2666666666667
"545",2016-12-26,14,14,19.9285714285714,22.9
"546",2016-12-27,20,20,19.1428571428571,22.6166666666667
"547",2016-12-28,22,22,19.8571428571429,22.5666666666667
"548",2016-12-29,19,19,19.8571428571429,22.4333333333333
"549",2016-12-30,18,18,23.8571428571429,22.2166666666667
"550",2016-12-31,20,20,26,21.85
"551",2017-01-01,26,26,24.7142857142857,21.4666666666667
"552",2017-01-02,42,42,29.2857142857143,21.1833333333333
"553",2017-01-03,35,35,28.2857142857143,20.4833333333333
"554",2017-01-04,13,13,27.1428571428571,19.8833333333333
"555",2017-01-05,51,51,27.8571428571429,20.35
"556",2017-01-06,11,11,24,21.1416666666667
"557",2017-01-07,12,12,19.5714285714286,21.9083333333333
"558",2017-01-08,31,31,20.8571428571429,22.8583333333333
"559",2017-01-09,15,15,15.2857142857143,23.4833333333333
"560",2017-01-10,4,4,15.4285714285714,23.825
"561",2017-01-11,22,22,15.2857142857143,23.95
"562",2017-01-12,12,12,11.4285714285714,23.7
"563",2017-01-13,12,12,11,23.6666666666667
"564",2017-01-14,11,11,12.2857142857143,23.6
"565",2017-01-15,4,4,11,23.3833333333333
"566",2017-01-16,12,12,13.5714285714286,23.35
"567",2017-01-17,13,13,18.5714285714286,23.175
"568",2017-01-18,13,13,24.0714285714286,23.1666666666667
"569",2017-01-19,56,30,30.9285714285714,23.45
"570",2017-01-20,47,47,35.4285714285714,22.8666666666667
"571",2017-01-21,120,49.5,38.5714285714286,22.1333333333333
"572",2017-01-22,52,52,40.3571428571429,22.15
"573",2017-01-23,106,43.5,38.3571428571429,22.35
"574",2017-01-24,35,35,33.2142857142857,22.4666666666667
"575",2017-01-25,77,25.5,30.1428571428571,22.45
"576",2017-01-26,16,16,23.4285714285714,22.5
"577",2017-01-27,11,11,20.0714285714286,22.5166666666667
"578",2017-01-28,28,28,18.5,22.6666666666667
"579",2017-01-29,5,5,19.6428571428571,22.8
"580",2017-01-30,20,20,23.5,23.0333333333333
"581",2017-01-31,24,24,25.0714285714286,23.3333333333333
"582",2017-02-01,57,33.5,22.0714285714286,23.4833333333333
"583",2017-02-02,43,43,22.9285714285714,23.5
"584",2017-02-03,22,22,21.9285714285714,23.1833333333333
"585",2017-02-04,7,7,24.5,22.4166666666667
"586",2017-02-05,11,11,21.2857142857143,21.3083333333333
"587",2017-02-06,13,13,16.1428571428571,20.0333333333333
"588",2017-02-07,42,42,16.1428571428571,18.8666666666667
"589",2017-02-08,11,11,17,18.1
"590",2017-02-09,7,7,18.2857142857143,17.775
"591",2017-02-10,22,22,18,17.8
"592",2017-02-11,13,13,14.5714285714286,18.0166666666667
"593",2017-02-12,20,20,15.2857142857143,18.35
"594",2017-02-13,11,11,16.8571428571429,18.7166666666667
"595",2017-02-14,18,18,15,19.2833333333333
"596",2017-02-15,16,16,15.2857142857143,19.5
"597",2017-02-16,18,18,14.7142857142857,19.2083333333333
"598",2017-02-17,9,9,15.1428571428571,18.6166666666667
"599",2017-02-18,15,15,14.1428571428571,18.05
"600",2017-02-19,16,16,13.9285714285714,18.2
"601",2017-02-20,14,14,13.9285714285714,18.6333333333333
"602",2017-02-21,11,11,15.9285714285714,19.0666666666667
"603",2017-02-22,66,14.5,16.6428571428571,18.9666666666667
"604",2017-02-23,18,18,17.2142857142857,18.8
"605",2017-02-24,23,23,20.7857142857143,19.1833333333333
"606",2017-02-25,20,20,21.5,19.4833333333333
"607",2017-02-26,20,20,25.5714285714286,19.7333333333333
"608",2017-02-27,39,39,25,19.95
"609",2017-02-28,16,16,25.4285714285714,20.15
"610",2017-03-01,43,43,24.7142857142857,20.3333333333333
"611",2017-03-02,14,14,24.1428571428571,20.5833333333333
"612",2017-03-03,26,26,21.7142857142857,20.9833333333333
"613",2017-03-04,15,15,22.5714285714286,21.4666666666667
"614",2017-03-05,16,16,20.4285714285714,21.9666666666667
"615",2017-03-06,22,22,21.4285714285714,22.2833333333333
"616",2017-03-07,22,22,20.8571428571429,22.5333333333333
"617",2017-03-08,28,28,21.4285714285714,23.2333333333333
"618",2017-03-09,21,21,23.1428571428571,23.725
"619",2017-03-10,22,22,23.1428571428571,23.7333333333333
"620",2017-03-11,19,19,23.4285714285714,23.9666666666667
"621",2017-03-12,28,28,22.1428571428571,24.2333333333333
"622",2017-03-13,22,22,22.1428571428571,24.3166666666667
"623",2017-03-14,24,24,23,23.95
"624",2017-03-15,19,19,24.5714285714286,23.6166666666667
"625",2017-03-16,21,21,24.2857142857143,23.2
"626",2017-03-17,28,28,25.1428571428571,22.8
"627",2017-03-18,30,30,24.8571428571429,22.9333333333333
"628",2017-03-19,26,26,25.4285714285714,23.4166666666667
"629",2017-03-20,28,28,28.7142857142857,23.85
"630",2017-03-21,22,22,26.2857142857143,23.9833333333333
"631",2017-03-22,23,23,25.1428571428571,24.0333333333333
"632",2017-03-23,44,44,26.1428571428571,23.85
"633",2017-03-24,11,11,25.8571428571429,23.65
"634",2017-03-25,22,22,25.4285714285714,23.5166666666667
"635",2017-03-26,33,33,24.7142857142857,23.4
"636",2017-03-27,66,26,20.8571428571429,23.4333333333333
"637",2017-03-28,19,19,21.7142857142857,23.4166666666667
"638",2017-03-29,73,18,20.8571428571429,23.2833333333333
"639",2017-03-30,17,17,20.7142857142857,23.275
"640",2017-03-31,17,17,22.4285714285714,23.3333333333333
"641",2017-04-01,16,16,22.4285714285714,23.1
"642",2017-04-02,32,32,23.7142857142857,23.0666666666667
"643",2017-04-03,38,38,24.1428571428571,23.1166666666667
"644",2017-04-04,19,19,24.4285714285714,22.7833333333333
"645",2017-04-05,27,27,24.7142857142857,22.4666666666667
"646",2017-04-06,20,20,22.5714285714286,22.2666666666667
"647",2017-04-07,124,19,19.5714285714286,22.3166666666667
"648",2017-04-08,18,18,21.4285714285714,22.7833333333333
"649",2017-04-09,17,17,20,23.3
"650",2017-04-10,17,17,20.1428571428571,23.2166666666667
"651",2017-04-11,32,32,20.5,22.8833333333333
"652",2017-04-12,17,17,21.0714285714286,22.8333333333333
"653",2017-04-13,21,21,20.5,22.9833333333333
"654",2017-04-14,57,21.5,24.2142857142857,23.1333333333333
"655",2017-04-15,22,22,21.9285714285714,23.5
"656",2017-04-16,13,13,22.0714285714286,24.0583333333333
"657",2017-04-17,43,43,20.9285714285714,24.1833333333333
"658",2017-04-18,16,16,20.7142857142857,23.9166666666667
"659",2017-04-19,18,18,24.7142857142857,23.6666666666667
"660",2017-04-20,13,13,27.5714285714286,23.8166666666667
"661",2017-04-21,20,20,25.8571428571429,24.65
"662",2017-04-22,50,50,26.2857142857143,25.2666666666667
"663",2017-04-23,33,33,26.5714285714286,25.25
"664",2017-04-24,31,31,27.8571428571429,25.2666666666667
"665",2017-04-25,19,19,28.4285714285714,25.3166666666667
"666",2017-04-26,20,20,24.1428571428571,25.1333333333333
"667",2017-04-27,71,22,24.5714285714286,25.05
"668",2017-04-28,24,24,24.5,25.1666666666667
"669",2017-04-29,20,20,25.3571428571429,25.1916666666667
"670",2017-04-30,36,36,26.6428571428571,25.1333333333333
"671",2017-05-01,80,30.5,25.3571428571429,25.25
"672",2017-05-02,25,25,27.9285714285714,24.9333333333333
"673",2017-05-03,29,29,32.9285714285714,24.5333333333333
"674",2017-05-04,13,13,30.7857142857143,24.7166666666667
"675",2017-05-05,42,42,28.5714285714286,25.15
"676",2017-05-06,55,55,28,25.35
"677",2017-05-07,21,21,26.1428571428571,24.75
"678",2017-05-08,15,15,27.4285714285714,24
"679",2017-05-09,21,21,24.5714285714286,23.4583333333333
"680",2017-05-10,16,16,20,23.1333333333333
"681",2017-05-11,22,22,20,23.4
"682",2017-05-12,22,22,20.5714285714286,23.7333333333333
"683",2017-05-13,23,23,20.8571428571429,23.6333333333333
"684",2017-05-14,21,21,20.5714285714286,23.6833333333333
"685",2017-05-15,19,19,20.4285714285714,23.55
"686",2017-05-16,23,23,20.7142857142857,23.025
"687",2017-05-17,14,14,22.1428571428571,22.9833333333333
"688",2017-05-18,21,21,20.8571428571429,23.65
"689",2017-05-19,24,24,21.2857142857143,24.4
"690",2017-05-20,33,33,20.2857142857143,24.5666666666667
"691",2017-05-21,12,12,20.5,23.95
"692",2017-05-22,22,22,19.6428571428571,23.6
"693",2017-05-23,16,16,21.9285714285714,23.9666666666667
"694",2017-05-24,66,15.5,20.3571428571429,24.1333333333333
"695",2017-05-25,15,15,21.2142857142857,24.2
"696",2017-05-26,40,40,22.2142857142857,24.5666666666667
"697",2017-05-27,22,22,22.6428571428571,24.8333333333333
"698",2017-05-28,18,18,22.7142857142857,24.9166666666667
"699",2017-05-29,29,29,25.8571428571429,25.0333333333333
"700",2017-05-30,19,19,28.2857142857143,25.2
"701",2017-05-31,16,16,29.4285714285714,25.5166666666667
"702",2017-06-01,37,37,31.8571428571429,26.0166666666667
"703",2017-06-02,57,57,31.2857142857143,26.45
"704",2017-06-03,30,30,32.8571428571429,26.8166666666667
"705",2017-06-04,35,35,34.5714285714286,27.2666666666667
"706",2017-06-05,25,25,31.8571428571429,27.65
"707",2017-06-06,30,30,27,27.9166666666667
"708",2017-06-07,28,28,28,28.1833333333333
"709",2017-06-08,18,18,26.2857142857143,28.575
"710",2017-06-09,23,23,26.5714285714286,28.9
"711",2017-06-10,37,37,25.7142857142857,28.7166666666667
"712",2017-06-11,23,23,25.4285714285714,28.45
"713",2017-06-12,27,27,27.8571428571429,28.7
"714",2017-06-13,24,24,29.1428571428571,29.0166666666667
"715",2017-06-14,26,26,28,29.1333333333333
"716",2017-06-15,35,35,30.1428571428571,29.3
"717",2017-06-16,32,32,32.8571428571429,29.2
"718",2017-06-17,29,29,32.5714285714286,28.4166666666667
"719",2017-06-18,38,38,32.8571428571429,27.8
"720",2017-06-19,46,46,31.5714285714286,27.4
"721",2017-06-20,22,22,31.1428571428571,26.8833333333333
"722",2017-06-21,28,28,30,26.45
"723",2017-06-22,26,26,27.8571428571429,26.05
"724",2017-06-23,29,29,24.5714285714286,26.0833333333333
"725",2017-06-24,21,21,26,26.25
"726",2017-06-25,23,23,26.8571428571429,26.0333333333333
"727",2017-06-26,23,23,26.1428571428571,25.7833333333333
"728",2017-06-27,32,32,25.4285714285714,25.6
"729",2017-06-28,34,34,25.7142857142857,25.4833333333333
"730",2017-06-29,21,21,25.8571428571429,25.35
"731",2017-06-30,24,24,26.2857142857143,24.8166666666667
"732",2017-07-01,23,23,23.8571428571429,24.3
"733",2017-07-02,24,24,21,24.3166666666667
"734",2017-07-03,26,26,20.1428571428571,24.55
"735",2017-07-04,15,15,19.4285714285714,24.15
"736",2017-07-05,14,14,20.2857142857143,23.5666666666667
"737",2017-07-06,15,15,20,23.2666666666667
"738",2017-07-07,19,19,19.8571428571429,22.8333333333333
"739",2017-07-08,29,29,20.5714285714286,22.45
"740",2017-07-09,22,22,21.2857142857143,22.2166666666667
"741",2017-07-10,25,25,22.7142857142857,22.2666666666667
"742",2017-07-11,20,20,22.4285714285714,22.3333333333333
"743",2017-07-12,19,19,20,21.9666666666667
"744",2017-07-13,25,25,20.2857142857143,21.4333333333333
"745",2017-07-14,17,17,22.1428571428571,21.0666666666667
"746",2017-07-15,12,12,25.4285714285714,20.9
"747",2017-07-16,24,24,25.1428571428571,20.7166666666667
"748",2017-07-17,38,38,23.8571428571429,20.5
"749",2017-07-18,43,43,23.7142857142857,20.7666666666667
"750",2017-07-19,17,17,23.7142857142857,21.25
"751",2017-07-20,16,16,23.1428571428571,21.5333333333333
"752",2017-07-21,16,16,20,21.7833333333333
"753",2017-07-22,12,12,18.2857142857143,21.7666666666667
"754",2017-07-23,20,20,18.5714285714286,21.5666666666667
"755",2017-07-24,16,16,18.2857142857143,21.8833333333333
"756",2017-07-25,31,31,18.8571428571429,22.5
"757",2017-07-26,19,19,19,22.6833333333333
"758",2017-07-27,14,14,19.2857142857143,22.6166666666667
"759",2017-07-28,20,20,19,22.4
"760",2017-07-29,13,13,17.4285714285714,22.8666666666667
"761",2017-07-30,22,22,21.2857142857143,23.6333333333333
"762",2017-07-31,14,14,22.7142857142857,23.5666666666667
"763",2017-08-01,20,20,23,23.0833333333333
"764",2017-08-02,46,46,24.2857142857143,22.7
"765",2017-08-03,24,24,22.7142857142857,22.7166666666667
"766",2017-08-04,22,22,24.2857142857143,22.8
"767",2017-08-05,22,22,27.8571428571429,23
"768",2017-08-06,11,11,26.8571428571429,23.35
"769",2017-08-07,25,25,25.8571428571429,23.7833333333333
"770",2017-08-08,45,45,25.2857142857143,24.7666666666667
"771",2017-08-09,39,39,24,25.3666666666667
"772",2017-08-10,17,17,30.5714285714286,25.3333333333333
"773",2017-08-11,18,18,29.5714285714286,25.5833333333333
"774",2017-08-12,13,13,25.1428571428571,26.2166666666667
"775",2017-08-13,57,57,22.2857142857143,27.1833333333333
"776",2017-08-14,18,18,25.4285714285714,27.7666666666667
"777",2017-08-15,14,14,26,28
"778",2017-08-16,19,19,26.4285714285714,28.1833333333333
"779",2017-08-17,39,39,22.2857142857143,27.75
"780",2017-08-18,22,22,22.7142857142857,27.45
"781",2017-08-19,16,16,26,27.7833333333333
"782",2017-08-20,28,28,31.5714285714286,27.9
"783",2017-08-21,21,21,29.5714285714286,27.9166666666667
"784",2017-08-22,37,37,29.7142857142857,28.0333333333333
"785",2017-08-23,58,58,31,27.8
"786",2017-08-24,25,25,33.7142857142857,27.2666666666667
"787",2017-08-25,23,23,37,27.6166666666667
"788",2017-08-26,25,25,35.4285714285714,28.5666666666667
"789",2017-08-27,47,47,30.5714285714286,NA
"790",2017-08-28,44,44,30,NA
"791",2017-08-29,26,26,29.4285714285714,NA
"792",2017-08-30,24,24,30.5714285714286,NA
"793",2017-08-31,21,21,28.5714285714286,NA
"794",2017-09-01,19,19,24.8571428571429,NA
"795",2017-09-02,33,33,23.4285714285714,NA
"796",2017-09-03,33,33,23.8571428571429,NA
"797",2017-09-04,18,18,25,NA
"798",2017-09-05,16,16,25.5714285714286,NA
"799",2017-09-06,27,27,28.5714285714286,NA
"800",2017-09-07,29,29,29.2857142857143,NA
"801",2017-09-08,23,23,NA,NA
"802",2017-09-09,54,54,NA,NA
"803",2017-09-10,38,38,NA,NA
